"V1","V2"
"Ccl5","AK087295"
"Strn4","AK051424"
"Ifi205","Slc7a2"
"Ifih1","Ifit2"
"Tmed10","Pdxk"
"Arfgef2","Cab39"
"Sqstm1","Irgm1"
"Oas3","Isg15"
"Opa1","Snrpd1"
"Clec4d","Slc7a2"
"Rnaset2a","Trps1"
"Gas7","Txnl1"
"Hacl1","Sap30bp"
"Actn1","Ampd3"
"Itga5","Ifitm3"
"Nfkb2","Clic4"
"Il1b","Rsad2"
"Ccl5","Ifit1"
"BC002288","Itga5"
"Il1a","Rsad2"
"2610301G19Rik","Ap3m1"
"Tubb2c","Frg1"
"Cd14","Irgm1"
"Mcm2","Apaf1"
"Gas7","Rgs14"
"Tlr13","1810063B05Rik"
"Micall2","mKIAA0970"
"Ifit1","Parp9"
"Ogfr","Chmp4b"
"Oasl1","Ddx24"
"Dnaja2","pub"
"Cfb","Parp9"
"Fabp4","Grn"
"Gnl1","Prpf4b"
"Rnf213","Parp9"
"Asph","Lgmn"
"Eif2ak2","Uevld"
"Dnaja1","Rbpms"
"Diws1t","Xrn2"
"Irg1","Rpl7l1"
"Ifit1","Cmpk2"
"Pla2g7","Zmiz1"
"Ccl5","Trafd1"
"Sqstm1","Tlr2"
"Pafah1b3","Coasy"
"Snrnp70","Bcas2"
"Ddx58","Cfb"
"Gbp2","Oas1g"
"Mobkl3","Acad9"
"Nhlrc2","Pla2g4a"
"Hmbs","Hist2h2bb"
"Cd40","Rsad2"
"Sqstm1","Ifih1"
"Parp14","Znfx1"
"Tcea1","Rpl17"
"Mvk","H2-Ke2"
"Rbpms","Nr3c1"
"Psmb2","Atrx"
"Ppa1","Setd3"
"Acsl1","Mcat"
"Hsd17b11","Cog4"
"Irg1","Cd40"
"Rplp1","Rnf40"
"Hars2","Prorsd1"
"Il1b","Cd14"
"Pnp","Rel"
"Exosc3","Tnpo3"
"Rnf213","Oasl1"
"Osbpl9","Plekhm1"
"Irgm1","Oas3"
"Hist2h2bb","Rraga"
"Itga5","Cfb"
"Gbp3","Trex1"
"Tra2b","Naa40"
"Ifi205","Cd14"
"Sord","Wdr7"
"Ftsjd2","AK188353"
"Marcksl1","Filip1l"
"Ddx58","Parp14"
"Hsp90aa1","Txlna"
"2310014H01Rik","Rbm22"
"Acsl1","Ifit1"
"Sf3b2","Phpt1"
"Opa1","Rab2a"
"Gbp3","Saa3"
"Slc7a2","Dhx58"
"Eif1a","Cd47"
"Fam162a","Dhx30"
"Igsf6","Fcer1g"
"Bloc1s2","Cct7"
"Cd14","Tlr2"
"Tnfaip2","Ptgs2"
"Srxn1","Iqgap1"
"Camkk2","Ampd3"
"Tuba1c","Arl6ip1"
"Ddt","Mogs"
"Tnfaip2","Gtf2b"
"Pmm2","Tradd"
"Lgmn","Hsd17b4"
"Msto1","Uqcr"
"Nmral1","Fam62b"
"Anpep","Fblim1"
"Ppa1","Ensa"
"Src","AK157941"
"Mki67","Vcp"
"Plcd1","Nup50"
"Ptgs2","Notch2"
"AK008288","Relb"
"Phpt1","Man2c1"
"H2-Ke2","Uqcr"
"Sec61b","mKIAA4155"
"Ogfr","Stk38"
"Cul2","Ubl4"
"Cwc27","Ddt"
"Pdxk","Wdr26"
"Smg1","Trim14"
"Pnp","Psmb10"
"Hcfc1","Srp9"
"Igf2bp3","Eml3"
"Fam129b","Mtpn"
"Scly","Akt1s1"
"Gbp5","Nlrp3"
"Uevld","Srp14"
"Itgax","Mink1"
"Rab8B","Dcaf7"
"Nrd1","Ankrd50"
"Cd38","Mlkl"
"Ddx58","Ifit3"
"Lrch3","pub"
"mKIAA0074","Pld3"
"Hp1bp3","Vrk2"
"Ccl5","Gm4902"
"Rnf40","Arl6ip5"
"Rps6ka4","Cmtm6"
"Bzw1","Ssb"
"Lss","Akap8"
"Bst2","Fpr2"
"Prpsap2","Prdx2"
"Itga5","Parp9"
"Ifit1","Ifih1"
"Dnaja1","Nub1"
"Slc7a2","Ifit2"
"Ddt","Sh3glb2"
"Rnf40","H2-Ke2"
"AK008288","Zeb2"
"Mobkl1a","Csde1"
"Hist2h2bb","Phpt1"
"Snx6","E430025E21Rik"
"1810063B05Rik","Prex1"
"Cmas","Emb"
"Cul5","Tbce"
"Sqstm1","Xaf1"
"Cdv3","Ctnnb1"
"Prex1","Acp5"
"Irgm1","Rsad2"
"G3bp2","Rps10"
"Acsl1","Bst2"
"Lyz2","Grn"
"Rnf213","Flnb"
"Cd40","Gbp2"
"Srxn1","Fcer1g"
"Pgd","Dtd1"
"Cwc27","Mobkl3"
"Ddx58","Itga5"
"Irgm1","Tlr2"
"Fkbp8","Lipa"
"Hspa8","Ran"
"Dhx58","Trim30a"
"Prpf3","Nup205"
"C230096C10Rik","Ccdc58"
"Sqstm1","Tlr2"
"Ilf2","Rqcd1"
"Ifi47","Clec4d"
"BC002288","Hp"
"Ranbp2","Sp1"
"Acsl1","Rel"
"Arcn1","Cbl"
"Ccl5","Parp9"
"Gbp2","Igtp"
"Irg1","Filip1l"
"Serpinb2","Ifitm3"
"Rnf213","Flnb"
"Gm4902","Hp"
"mFLJ00017","Apobec1"
"Tmed10","Atp1b3"
"Ifi205","Rsad2"
"Bud31","Ddx5"
"Ifi205","Oasl1"
"Srxn1","Gsto1"
"A230051G13Rik","Agap3"
"Atp6v0d2","Tmem11"
"Il1a","Irgm1"
"Nmral1","Tbc1d13"
"Gbp5","Rnf213"
"Gbp5","Oasl1"
"Rel","Psmb10"
"Stat2","Synj2bp"
"Adsl","Zfp259"
"Bzw1","Sort1"
"Cox4i1","Atp5h"
"Tlr13","Was"
"Magoh","Ttc37"
"Tlr2","Trafd1"
"Gbp5","Cd14"
"Naa50","Hars"
"Parp9","Oas1g"
"Slc2a6","AK171687"
"Ddx39","Trnt1"
"Ensa","Hsp90ab1"
"Ran","Fnbp4"
"Rel","Snora33"
"Rbpms","Zbtb7a"
"Prpsap2","Uap1l1"
"Supt16h","Rrm1"
"Itga5","Gm4902"
"Timm8b","Arhgap25"
"Tlr2","Trafd1"
"Nfs1","Me2"
"Baz1b","Tmem55b"
"Gbp3","Gm4902"
"Slfn5","Marcksl1"
"Lsm5","Rin3"
"Gatad2a","Cd44"
"Lrrc8c","Camk1d"
"AK008288","Slu7"
"Fam62b","Uchl1"
"Recql","Rpl19"
"Sqstm1","Cd14"
"Parp14","Trex1"
"Micall2","Tbk1"
"Ube2n","Mut"
"Sh3gl1","Erap1"
"Tor1aip1","Ehd1"
"Itga5","Ifit3"
"2410001C21Rik","Zeb2"
"Irg1","Itga5"
"Opa1","Ttc37"
"Csnk2a2","Sike1"
"Gpnmb","NAAA"
"Serpinb2","Ehd1"
"Sgta","2310047M10Rik"
"Rbpms","Tank"
"Ccl5","Ddx58"
"Dnaja2","Eif2ak2"
"Rnf213","Cmpk2"
"Psmg1","Ezr"
"Nfkb1","Clic4"
"Clec4d","Tlr2"
"Nup85","Hmga1"
"Atp1a1","Arpc4"
"Rnf40","Ap3b1"
"Gsto1","Tns3"
"nssr 1","Dus3l"
"Rnf213","Itga5"
"Cul4b","Eri1"
"Lrch3","Csde1"
"Ptgs2","Il1b"
"Ifi47","Cd40"
"Edf1","Snx1"
"Hectd1","Plin2"
"AK081796","Tnfrsf26"
"Atp5j","Ndufs4"
"Slfn2","Cd40"
"Ifit1","Marcksl1"
"Pts","Sh3glb2"
"Nampt","Casp1"
"Rnf40","Smarcc2"
"Tns3","Capza2"
"Acsl1","Oas1g"
"Get4","Prkacb"
"Get4","Mdp1"
"Tubb2a","Arhgap30"
"Snap23","Psme3"
"Pyhin1","Ifit3"
"Ly86","Erbb2ip"
"AK008288","Rnaset2a"
"Lcmt1","mFLJ00067"
"Dtx3l","Znfx1"
"Mrps36","Nhlrc3"
"Arfgap2","Cnn2"
"Pdxk","Rraga"
"Xaf1","Ddx24"
"Pdlim1","Pomp"
"Sec61b","AK171687"
"Twf1","Commd1"
"Saa3","Ifitm3"
"Gm6635","Ebp"
"Acad9","Slc25a24"
"Ssb","Rps9"
"Amdhd2","Plcb2"
"Gbp5","Slc7a2"
"Cmpk2","Ifitm3"
"Ube2l3","Zbtb8os"
"Arhgef2","Raf1"
"Igf2bp3","Prps2"
"Il1b","AI607873"
"Csf1r","Lpl"
"Ssb","Mybbp1a"
"nssr 1","Gpx1"
"Serpinb2","Marcksl1"
"Itga5","Filip1l"
"Prkar1a","Plekhm1"
"Akt1","Swap70"
"Ap3d1","Tmed9"
"Il16","Psmb5"
"Acsl1","Ddx58"
"Pfkp","Zfp830"
"Irg1","Ifitm3"
"Cpeb4","Ifih1"
"Slfn5","Gbp5"
"Myo1g","Emg1"
"Atp5l","Fam162a"
"A230051G13Rik","Cnpy3"
"mKIAA0676","Snrpd1"
"Cmpk2","Marcksl1"
"Acsl1","Dtx3l"
"Lgmn","Cox5b"
"mFLJ00294","Notch2"
"Malt1","Nrp2"
"Irg1","Cd40"
"Mfge8","Mrps21"
"C3","Mcmbp"
"Pyhin1","Ifit1"
"Rnf213","Ifit3"
"Gsr","Gm3258"
"Cpeb4","Oasl1"
"Gpnmb","Pcyt1a"
"Gm4902","Ifit2"
"Xaf1","Tlr2"
"Tsc22d4","Ubl4"
"Ifit1","Flnb"
"Fam49b","2610301G19Rik"
"Pafah1b3","Snrpg"
"Ddt","Pacs2"
"Pyhin1","Cfb"
"Pyhin1","Cmpk2"
"Copa","Ctps"
"Ifit1","Hp"
"Mink1","mKIAA0031"
"Chmp1a","Eif6"
"Txlna","Gart"
"Slc7a2","Tlr2"
"Tlr13","Mrps27"
"Grcc10","Anxa1"
"Mobkl1a","Rbpms"
"Tmed9","Rpn1"
"Cpsf7","Evi2b"
"Ccl5","Cmpk2"
"Ptms","Pam16"
"Smarcc2","Pls3"
"Uba5","Myo7a"
"Pbrm1","Mrm1"
"Itgax","Rasa3"
"Gusb","Pdxk"
"Rsad2","Ifit3"
"mKIAA0676","Rplp1"
"Pelp1","Actl6a"
"Rgs10","Chd4"
"Irgm1","Flnb"
"Vti1b","Rprd2"
"Hist1h1e","Pgm3"
"Ttc35","AI462493"
"Slc7a2","Irgm1"
"Ifih1","Cmpk2"
"1600014C10Rik","Zfr"
"Adap1","Ssr3"
"Naa50","6-Sep"
"Dtx3l","Ifit3"
"mFLJ00294","Zeb2"
"Irg1","Oasl1"
"Gbp5","Ddx24"
"Irg1","Oas3"
"Pcx","Heatr7a"
"Arhgap25","Tnfrsf26"
"Igf2bp3","9030625A04Rik"
"Sqstm1","Ifih1"
"Sqstm1","Cd40"
"Eef1e1","Ggct"
"Ifit3","Gm4902"
"Pold1","Mdh1"
"Nfs1","Spr"
"Sh3glb2","Nsfl1c"
"Nr3c1","Ccdc86"
"Parp14","Cmpk2"
"Mrpl46","Dscr3"
"Dnpep","Sdccag1"
"Il1a","Ifi47"
"Ifi47","Cd14"
"Tnfaip2","Ifi47"
"Mfge8","BC013712"
"Rsad2","Itga5"
"Ampd3","Dync1li1"
"Oas1g","Ccdc86"
"Vti1b","Ipo9"
"Marcksl1","AK087295"
"Fam134c","Mta1"
"Celf1","Vps37c"
"Ifi205","Irg1"
"Gbp5","Cmpk2"
"Ddx58","Ifitm3"
"Dnaja1","Rnaset2a"
"Psma3","Polr2c"
"Hmbs","Tfrc"
"Dnaja2","Actn1"
"Ccl5","Malt1"
"Ifit1","Sp100"
"Rnaset2a","Grcc10"
"Oasl1","Gm4902"
"Irg1","Gbp2"
"Trip12","Stau1"
"Rfc1","Sfpq"
"Eif2ak2","Sec24b"
"Dlst","Ugcgl1"
"Nmral1","Golga4"
"Cat","Cd84"
"Nfs1","Snrpd1"
"Rnf213","Gbp3"
"Gbp3","Gbp2"
"Nup133","Ftsj3"
"nssr 1","Ythdc1"
"Sap30bp","Cdk5"
"Pnp","Oas1g"
"Saa3","Oas3"
"Cd14","Ccl5"
"Pccb","Fcrls"
"Oasl1","Sp100"
"Acsl1","Cd40"
"Apaf1","Pgp"
"Smarca4","Nup62-il4i1"
"Rraga","Stt3a"
"Mobkl1a","Arhgap31"
"Pip4k2b","Mrpl1"
"Cd40","Marcksl1"
"Ifih1","Flnb"
"Prkar2b","Lrrc25"
"Wdfy2","Galnt2"
"Xaf1","Cmpk2"
"Wdr75","Creg1"
"Hspbap1","Rabep1"
"Atp2b1","Rqcd1"
"Acsl1","Ifit3"
"Tlr2","Gbp2"
"Pcca","Abhd14b"
"Aoah","Uba1"
"Irgm1","Cmpk2"
"Cat","Fkbp8"
"Ifi47","Filip1l"
"Crnkl1","Cpsf7"
"Oasl1","Cmpk2"
"Rassf4","Ccdc50"
"Mpp1","Qk"
"Bst2","Saa3"
"Edf1","Gmps"
"Tom1","Pi4k2a"
"Ankhd1","Tars"
"Bst2","Cmpk2"
"Itgax","Glyr1"
"Gtf2f2","Pdcd5"
"Stom","Pik3cd"
"Ifitm3","Ifit3"
"2500003M10Rik","Cd97"
"Rsad2","Gbp2"
"Dtx3l","Itga5"
"Anpep","EF437385"
"mFLJ00294","H1f0"
"Dtx3l","Gm4902"
"2410002O22Rik","Mycbp"
"Cwc27","Sec61a2"
"Nedd8","Ankhd1"
"Magoh","Clpx"
"Irgm1","Gbp3"
"Slc25a11","Hectd1"
"Hnrnph3","Tmem55b"
"Rbm47","Ptpre"
"Ap3d1","Rabep1"
"Slc7a2","Oasl1"
"Ifit1","Trafd1"
"Rpl9","Chchd5"
"Gas7","Ddhd1"
"Mta1","Pycr2"
"1810009A15Rik","Snx30"
"Mars","Mrpl37"
"Hectd1","Hdh"
"Ddt","Hnrnph2"
"Bcas2","Nup155"
"Rbm47","Rpl37a"
"Wdr81","Ndufb4"
"Ndufb4","Sin3a"
"Nr3c1","Stau1"
"Fam129b","Casp1"
"Srp9","Supt5h"
"Hmbs","Akt1"
"Opa1","Me2"
"Spnb2","Bdh1"
"Fam129b","Psma5"
"Lemd2","Hsd17b10"
"Irg1","Flnb"
"Rbpms","Nub1"
"Pla2g7","Sdcbp"
"Scarb2","Ddrgk1"
"Slc7a2","Ddx24"
"Clec4d","Cyp4v3"
"Ddt","Mrpl27"
"Mink1","Fam54b"
"Akr1a4","Glipr2"
"Ifi35","Ehd1"
"Opa1","Pspc1"
"Acsl1","Rnf213"
"Rbm33","Coasy"
"Xaf1","Rnf213"
"Tbc1d5","Serpinb1a"
"Ifi205","AK087295"
"Baz1a","Rps28"
"Uba3","Atp6v1g1"
"Kbp","Usf1"
"Slfn5","Xaf1"
"Cd40","AK087295"
"Adap1","BC003331"
"Ngp","Camp"
"Mapre1","Cd44"
"Rnf213","Saa3"
"AK087295","Sp100"
"BC002288","Pla2g7"
"Iqgap1","Tns3"
"Nfs1","Nagk"
"Tmed10","Tmed9"
"Ifi205","Slc7a2"
"Mtx2","Adi1"
"Polr2i","Mtmr14"
"Rassf4","Sp110"
"nssr 1","Rpl32"
"Msr1","Lipa"
"Cnn2","Osgep"
"Tor1aip1","Lims1"
"Cwc27","nssr 1"
"Gbp5","Trafd1"
"Uchl1","Gmds"
"Micall2","Vrk1"
"Kif1b","Dcaf8"
"Smpdl3b","Mrps23"
"Cnn2","Ube2m"
"Ykt6","Ralgapb"
"Ubxn6","IIGP"
"Armc6","Acp2"
"Naa50","Efhd2"
"H2-Ab1","Ddrgk1"
"Ttll12","Ddrgk1"
"Ddrgk1","Ndufb9"
"Atp5f1","Atp5h"
"Arpc1b","Ptk2b"
"mACS4","Tlr7"
"Ubxn4","Top2b"
"Crip1","Hspa14"
"Irg1","Nlrp3"
"Rel","Tor1aip1"
"Tor1aip1","Rab8B"
"Plaa","Polr2j"
"Poldip3","Cggbp1"
"Acsl1","Gbp2"
"Sfrs3","AK050838"
"Ube2n","Tsc2"
"Sh3glb2","Rnpep"
"Ddost","Dido1"
"Arhgdia","Mki67ip"
"Gtf2f2","Hn1l"
"Erbb2ip","Acp2"
"Glg1","Gsr"
"Tbc1d5","Nrd1"
"Prkar1a","Raf1"
"BC002288","Cfb"
"Ccl5","Ifit1"
"Oasl1","Mcat"
"1110005A23Rik","Emg1"
"Ifit1","Irgm1"
"Gbp3","Car13"
"Marcksl1","Malt1"
"Actl6a","Tom1"
"Sbds","Clic4"
"Cwc27","Gm6635"
"Lyz2","Ddx21"
"Slc25a24","Slc25a3"
"Il1a","Sqstm1"
"Pld3","Glul"
"Cog2","Rraga"
"Rel","Dnaja2"
"Rnf40","H2-Ke2"
"Ppp6c","Lipe"
"Tbk1","2310028O11Rik"
"Slc25a3","Arg1"
"Ccl5","Oas1g"
"Nmral1","Rnf40"
"Micall2","Acadm"
"Wdr18","Atp2a3"
"Rnf213","Bst2"
"Ddx58","AK087295"
"Clec4d","Cd14"
"Hectd1","Cops2"
"Psmb10","Fau"
"Lgals9","Stat3"
"Il1a","Cd14"
"Cnp","Sec61a2"
"Slfn5","Cmpk2"
"Ptgs2","Ifi47"
"Csde1","Gsk3b"
"Man2c1","Prep"
"Tbcc","Abcf1"
"Mat2a","Tns3"
"Ncf4","Ubxn1"
"Slfn5","Oasl1"
"Ddt","Ebp"
"Cfb","Gm4902"
"Akr1a4","Anks1"
"Ifit1","AK087295"
"Irgm1","Cyp4v3"
"Tcea1","Cd177"
"Oasl1","Gbp2"
"Gas7","Ptpre"
"Tank","Psmb10"
"Ndufs7","Gbas"
"Xaf1","Ifit3"
"Marcksl1","Malt1"
"Atp1b3","G3bp2"
"Ogfr","Stard5"
"Lpxn","Atp6v1e1"
"Ifitm3","Trim30a"
"Ptgs2","Cpeb4"
"Itga5","Gbp2"
"Xaf1","Rsad2"
"Slfn5","Rsad2"
"AK008288","Zc3hav1"
"Cat","Akap13"
"Commd8","Ppih"
"mKIAA0694","Serpinb1a"
"Lemd2","Hpse"
"Trip12","Grcc10"
"Atp1a1","Itgax"
"Cul2","Clk2"
"Gusb","Gdi1"
"Ccl5","Marcksl1"
"Poldip3","Itgb1"
"Nr3c1","mKIAA0136"
"Stk38","Fbxo6"
"Tsc2","Fam62b"
"Prpsap2","Nqo1"
"Cd40","Tlr2"
"Pyhin1","Oas3"
"Ifit1","Rnf213"
"Spnb2","Tmem55b"
"Cpeb4","Irgm2"
"Cmpk2","Trim30a"
"Ifit1","Ddx58"
"Gpnmb","Dmxl2"
"Fam136a","Poglut1"
"Dnaja2","Ehd1"
"Ifi205","Gbp3"
"Ehd1","Csde1"
"Oas3","Igtp"
"Lrch3","Nub1"
"Itgax","2500003M10Rik"
"B4galnt1","Mars"
"Ep300","Cep170"
"Parp9","Gbp2"
"Npl","Traf2"
"Pld4","Rfc4"
"Ifi47","Marcksl1"
"Bst2","Gbp2"
"Lemd2","Me2"
"Ifit1","Cpeb4"
"Plcb2","Ppm1g"
"Txlna","Paics"
"Lsm5","Crip1"
"Gatad2a","Ptpre"
"Pyhin1","Dtx3l"
"Atp2b1","Aprt"
"Rasa3","Chd4"
"Dnaja1","Snord96a"
"Pcx","Ndufs6"
"Git1","Ephx1"
"Acad9","AK017645"
"Irgm1","Trex1"
"Cd40","Ifih1"
"Cd177","Dpf2"
"Cd40","Ifit2"
"Rfc1","Shc1"
"Rbpms","Rnaset2a"
"Clic4","Sp110"
"Mvd","Umps"
"Ifit3","Sp100"
"Clic4","Mapkapk2"
"Slfn5","Irgm2"
"Ikbkb","Hausp"
"Ccl5","Tlr2"
"Ube2v1","Alkbh5"
"Acsl1","Hp"
"Trappc9","Strn"
"AK006748","Cpd"
"Atp1a1","Glyr1"
"Rel","H1f0"
"Sacm1l","Vdac3"
"Rnf213","Ddx24"
"mKIAA4155","Gabpa"
"Palm","Snord96a"
"Ccl5","Trex1"
"Rel","Mt2"
"Hist2h2bb","Galnt2"
"Mpp1","Nrbp1"
"Adap1","Glg1"
"Gnl1","Dbi"
"Peci","Impdh1"
"Marcksl1","Ifit2"
"Atp5h","Tbxas1"
"Rps9","Map2k2"
"Bst2","Trex1"
"Gas7","Sod2"
"Srxn1","Iqgap2"
"Atp5k","Akt1"
"Rbpms","Ccdc86"
"Erbb2ip","Psmb8"
"Hectd3","Mta1"
"Maea","Vps25"
"Tbc1d13","Igbp1"
"Trafd1","Filip1l"
"Letm1","Abcb7"
"Gpx1","Pts"
"Snord96a","Mlkl"
"Gsk3a","Zfp830"
"B4galnt1","Mogs"
"Cwc27","Rpl32"
"Tmed9","Glg1"
"Nup205","Gm6635"
"H2-Ke2","Fam62b"
"mKIAA0136","Dnaja2"
"Ifit1","Gbp3"
"Cnpy4","Dus3l"
"Psmg1","Chordc1"
"Pyhin1","Oas1g"
"Ppih","Psmb3"
"Rbm22","Dbnl"
"Opa1","Rnf40"
"BC002288","Oasl1"
"Serpinb2","Pnp"
"Vti1b","1810009A15Rik"
"Hpse","Tbc1d13"
"Ccl5","Trafd1"
"AK017779","Rbpms"
"Copg","Dohh"
"Gbp5","Ifih1"
"Micall2","Dapk1"
"Fpr2","Ifit2"
"Epb4.1l1","Mettl13"
"Ifit2","Malt1"
"Pyhin1","Ccl5"
"Yy1","Abi1"
"Crlf3","AK078801"
"Cep170","Ndufa9"
"Arl6ip1","Pacs2"
"Zc3hav1","mKIAA0136"
"H1f0","Ccdc86"
"Ifih1","Gbp2"
"Mobkl1a","Nr3c1"
"Nmral1","Snrpd1"
"Rpn1","Canx"
"Ube2m","Il1rn"
"Ifit2","AK087295"
"Cnot3","Dynll1"
"Mtap7d1","BC003331"
"Gusb","Glg1"
"Ttc37","Nagk"
"Tor1aip1","Slc25a22"
"Ptges2","Nptn"
"Hpse","Naa38"
"Mcm2","Srsf6"
"Impdh1","Hist1h1c"
"Nek6","Elovl5"
"Pomp","Elovl5"
"Opa1","Ap3b1"
"Ppme1","Smchd1"
"Mdp1","Snrpg"
"Gtf2f2","Pgd"
"Tmem55b","AK078801"
"Commd10","Rgs20"
"AK183279","Rheb"
"Hectd3","Rock2"
"Xpnpep1","Numb"
"nssr 1","Pts"
"Lyz2","Grn"
"Fech","Sdhaf2"
"Rnf213","Dhx58"
"Rsad2","Ifit2"
"Ppfibp2","Nmi"
"Ifih1","Rsad2"
"Rin3","Gclm"
"Atp5k","Rraga"
"Hmbs","Dnajc24"
"Ppp2r5a","Dnajc24"
"Rpl17","Galnt2"
"2610034B18Rik","Evi2b"
"2610034B18Rik","Ugp2"
"Cnbp","Dennd4b"
"Bst2","AK087295"
"Fkbp5","Cltb"
"Rqcd1","Armc6"
"Golga4","Cux1"
"H1f0","Mir147"
"Pyhin1","Oasl1"
"E430025E21Rik","Ctr9"
"Car13","Itgb1"
"AK183279","Dido1"
"Mir147","Mlkl"
"Ifit1","Trex1"
"Rassf4","Clic4"
"Irg1","Ccl5"
"Gtl-13","BC003331"
"Serbp1","Arhgap27"
"Sqstm1","Trafd1"
"Mcm2","Aars"
"mFLJ00294","Rel"
"Sap30bp","Huwe1"
"Edc4","Galnt10"
"Ddt","Galnt10"
"Galnt10","Akr7a5"
"Trex1","Galnt10"
"Ccl5","Saa3"
"Cd177","Acin1"
"Ifi47","Serpinb2"
"Zfp830","Rassf2"
"Maea","Manf"
"Oasl1","Fpr2"
"Nub1","Gsk3b"
"BC002288","C5ar1"
"Gbp3","Ifit2"
"mFLJ00017","Cerk"
"Ctsb","Fkbp8"
"Oas1g","Oas3"
"Sh3glb1","Dync1li1"
"Tnfrsf26","Gnai2"
"Il16","Rpl22l1"
"Il1f9","Mapkapk2"
"Ap1g1","Pitpnb"
"Slc25a1","Tbxas1"
"Psmb10","Prdx4"
"Dhx58","Flnb"
"Sbds","Stat3"
"Grpel1","Chkb"
"Ap1g1","Lsm14a"
"Sod2","Gmppb"
"Flnb","Igtp"
"Zc3h4","Arpc5l"
"Ifi47","Gbp5"
"Tor1aip1","Snora33"
"AK087295","Malt1"
"Ifit1","Hp"
"Gbp3","Hck"
"B4galnt1","Mogs"
"Ddx24","Dhx58"
"Saa3","AK087295"
"Trip12","mKIAA0136"
"Acsl1","Cpeb4"
"C1qb","mKIAA0074"
"Ube2l3","Cbr1"
"Wdr45","Thap11"
"Rbm7","Pbxip1"
"Ifih1","Saa3"
"Pdxk","Hmbs"
"Wdfy2","Cd2bp2"
"Hp1bp3","Ssbp1"
"Ube2l3","Lgals3"
"Parp14","Cyp4v3"
"Fam162a","Psmd12"
"Polr2c","Psmc5"
"Gbp3","Hp"
"Ddx24","Trafd1"
"Gnl1","Prpf38a"
"Abcb7","Nxt1"
"Rin3","Isyna1"
"Zc3hav1","H1f0"
"Gas7","Txlna"
"Ddx17","Chd4"
"Nfs1","Ap3b1"
"Lsm5","Ssr3"
"Cpd","Htatsf1"
"Akr1b8","Rnf40"
"Adam9","Kntc1"
"Rpl37a","Mki67ip"
"Arhgap25","Gstp1"
"0610010K14Rik","Arhgap15"
"Malt1","Car13"
"Caper","Arhgap25"
"Mrpl14","Bphl"
"Ube2l3","Rps9"
"Glyr1","Mink1"
"Ccl5","Znfx1"
"Atp5k","Galns"
"Cd40","Cmpk2"
"Gas7","1600014C10Rik"
"Scaf11","Zbtb37"
"Zbtb37","Erp29"
"Irgm1","Sash1"
"Gas7","Ppp1r12a"
"Serpinb2","Rsad2"
"Rraga","Sephs2"
"Exoc8","Rpl35"
"Lrch3","Prkar1a"
"Tmed10","Adap1"
"Oasl1","Ifitm3"
"Snapin","2310001A20Rik"
"Mat2b","Htra2"
"Nfkb2","Kpna3"
"Pdcd6ip","Mfap1b"
"Dnaja2","limd1"
"Alox5ap","AK043984"
"Cox4i1","Cox6c"
"Gpnmb","Pla2g15"
"Gnl1","Cstf3"
"Pts","Ebp"
"Ifih1","Gbp2"
"Acsl1","Gm4902"
"mKIAA0676","Uqcr"
"Rnf40","Creb1"
"Commd8","Sub1"
"Sap30bp","Cdc5l"
"Arhgap25","Pcyt1a"
"Ifih1","Filip1l"
"Hectd1","Smpdl3a"
"Adap1","Scly"
"Rgs14","Sod2"
"Pnp","Ifi35"
"Cnpy3","Tmlhe"
"Rsad2","Dr1"
"Mat2b","Ilf3"
"Tnfaip2","Sqstm1"
"Ccdc93","Atxn3"
"Txlna","Ptpn18"
"Irgm1","Marcksl1"
"Heatr7a","Hscb"
"Gbp5","Clic4"
"Dnaja2","Csde1"
"Hk2","Endog"
"Il1a","Zfand5"
"Cmpk2","Ifit2"
"Ccl5","Bst2"
"Dnaja2","Ftsjd2"
"Tlr7","Lgals3bp"
"Itgb2","Lipa"
"Nr3c1","Eif2ak2"
"Irg1","Ifit2"
"Spnb2","Acot2"
"Relb","Myd88"
"Sqstm1","Gbp5"
"Ddx18","Impdh2"
"BC002288","Marcksl1"
"Ragd","Mocs1"
"Clip1","Arhgef2"
"Cul5","Map2k4"
"Clec4d","Cd40"
"Creg1","Gnpda1"
"Bcap31","Gusb"
"Rpl17","Ppp1r11"
"Acsl1","Pyhin1"
"BC002288","Ifitm3"
"Timm8a1","Crat"
"Xaf1","Filip1l"
"Rnf40","Kif1b"
"Pnp","Ccdc86"
"Rbpms","Grcc10"
"Cd38","Ftsjd2"
"Celf2","Dmxl2"
"Snrnp70","Yy1"
"Vdac3","Vdac1"
"Ifih1","Ifit3"
"Tbc1d10b","Ssh3"
"Decr1","Ccdc47"
"Slc25a11","Nucb2"
"Rnf213","Cd40"
"Rbbp7","Ik"
"Cd180","Aarsd1"
"Hausp","Dis3l2"
"Asah1","Tomm70a"
"Vti1b","Dhx29"
"Hp","Lgals3bp"
"Slc2a6","pub"
"Tmsb10","Rcor1"
"AK087295","Gbp2"
"Slc3a2","Itgb1"
"Suclg2","Asap1"
"Renbp","Ebp"
"Pyhin1","Itga5"
"Hp1bp3","Heatr7a"
"Cfb","Gm4902"
"Ifi205","Cd14"
"Gbp5","Serpinb2"
"Rps28","Itsn2"
"Dnaja2","Plekhm1"
"Cc2d1b","Apip"
"AK079263","Cd2ap"
"mFLJ00294","Nr3c1"
"Pdcd6","Hmgb3"
"Rcc2","Cbx5"
"Dtd1","Alkbh5"
